CountryName,SuicideCount,Year,Population,GDP,GDPPerCapita,EmploymentPopulationRatio,Religions
Kuwait,33,1997,1761468.0,30350190704.0,17230.0551,66.32,Islam
Kuwait,35,1998,1819544.0,25943705784.0,14258.35582,65.864,Islam
Kuwait,47,1999,1877427.0,30122365849.0,16044.49379,65.559,Islam
Kuwait,35,2000,1934901.0,37718743480.0,19493.88805,65.403,Islam
Kuwait,34,2001,1991674.0,34889559870.0,17517.70615,65.564,Islam
Kuwait,48,2002,2047364.0,38135788414.0,18626.77492,65.778,Islam
Kuwait,45,2003,2101506.0,47874582232.0,22781.08282,66.274,Islam
Kuwait,48,2004,2153481.0,59439090601.0,27601.40006,66.784,Islam
Kuwait,56,2005,2235403.0,80798630137.0,36144.99495,67.321,Islam
Kuwait,48,2006,2363409.0,102000000000.0,42970.69645,67.211,Islam
Kuwait,57,2007,2506769.0,115000000000.0,45729.79934,66.879,Islam
Kuwait,54,2008,2650930.0,147000000000.0,55595.48431,66.757,Islam
Kuwait,62,2009,2795550.0,106000000000.0,37906.20519,67.105,Islam
Kuwait,40,2010,2943356.0,115000000000.0,39212.57941,67.451,Islam
Kuwait,41,2011,3143825.0,154000000000.0,49010.3105,68.1,Islam
Kuwait,61,2012,3394663.0,174000000000.0,51271.06776,68.933,Islam
Kuwait,44,2013,3646518.0,174000000000.0,47762.7967,69.509,Islam
Kuwait,71,2014,3761584.0,163000000000.0,43239.83518,69.776,Islam
Kuwait,71,2015,3908743.0,115000000000.0,29315.19851,71.236,Islam
Kuwait,66,2016,4048085.0,109000000000.0,27026.68766,71.649,Islam
Kuwait,72,2017,4124904.0,121000000000.0,29258.26633,71.61,Islam
Kuwait,85,2018,4317185.0,138000000000.0,32012.18752,71.684,Islam
Kuwait,81,2019,4441100.0,136000000000.0,30666.23713,71.423,Islam
Kyrgyzstan,482,1996,4628400.0,1827570586.0,394.8601215,73.268,Islam
Kyrgyzstan,496,1997,4696400.0,1767864036.0,376.4296133,72.552,Islam
Kyrgyzstan,512,1998,4769000.0,1645963750.0,345.1381316,72.439,Islam
Kyrgyzstan,559,1999,4840400.0,1249061487.0,258.0492288,72.192,Islam
Kyrgyzstan,512,2000,4898400.0,1369688498.0,279.6195693,71.781,Islam
Kyrgyzstan,562,2001,4945100.0,1525116370.0,308.4096116,71.374,Islam
Kyrgyzstan,568,2002,4990700.0,1605643105.0,321.7270332,71.373,Islam
Kyrgyzstan,480,2003,5043300.0,1919008090.0,380.5064324,70.852,Islam
Kyrgyzstan,440,2004,5104700.0,2211534585.0,433.2349766,70.354,Islam
Kyrgyzstan,470,2005,5162600.0,2460246766.0,476.551886,70.383,Islam
Kyrgyzstan,465,2006,5218400.0,2834168889.0,543.1107024,70.157,Islam
Kyrgyzstan,485,2007,5268400.0,3802570553.0,721.7695225,69.548,Islam
Kyrgyzstan,473,2008,5318700.0,5139958909.0,966.3938386,68.975,Islam
Kyrgyzstan,458,2009,5383300.0,4690061381.0,871.2242269,68.789,Islam
Kyrgyzstan,500,2010,5447900.0,4794361863.0,880.0385218,68.824,Islam
Kyrgyzstan,471,2011,5514600.0,6197765984.0,1123.883144,68.021,Islam
Kyrgyzstan,524,2012,5607200.0,6605142884.0,1177.975261,65.494,Islam
Kyrgyzstan,446,2013,5719600.0,7335033801.0,1282.438248,63.68,Islam
Kyrgyzstan,461,2014,5835500.0,7468102413.0,1279.770784,62.701,Islam
Kyrgyzstan,417,2015,5956900.0,6678177512.0,1121.082696,63.018,Islam
Kyrgyzstan,419,2016,6079500.0,6813095379.0,1120.667058,62.612,Islam
Kyrgyzstan,390,2017,6198200.0,7702938379.0,1242.77022,60.965,Islam
Kyrgyzstan,380,2018,6322800.0,8271106235.0,1308.139785,61.776,Islam
Kyrgyzstan,377,2019,6456200.0,9371275264.0,1451.515638,61.519,Islam
Latvia,886,1997,2432851.0,6527926446.0,2683.241368,50.788,Christianity
Latvia,839,1998,2410019.0,7166275468.0,2973.534843,50.543,Christianity
Latvia,764,1999,2390482.0,7533788134.0,3151.577018,49.778,Christianity
Latvia,770,2000,2367550.0,7958852839.0,3361.640869,48.197,Christianity
Latvia,708,2001,2337170.0,8362398702.0,3578.0019,48.769,Christianity
Latvia,670,2002,2310173.0,9557031605.0,4136.933297,49.961,Christianity
Latvia,604,2003,2287955.0,11771975157.0,5145.195232,50.214,Christianity
Latvia,563,2004,2263122.0,14435700533.0,6378.666521,50.678,Christianity
Latvia,564,2005,2238799.0,17003459863.0,7594.902384,51.607,Christianity
Latvia,487,2006,2218357.0,21570076499.0,9723.446902,54.945,Christianity
Latvia,453,2007,2200325.0,31054350978.0,14113.52913,56.614,Christianity
Latvia,527,2008,2177322.0,35854274229.0,16467.14369,56.786,Christianity
Latvia,516,2009,2141669.0,26410909091.0,12331.92855,49.601,Christianity
Latvia,438,2010,2097555.0,23956163077.0,11420.994,47.41,Christianity
Latvia,440,2011,2059709.0,27474380566.0,13338.96224,49.034,Christianity
Latvia,444,2012,2034319.0,28169902669.0,13847.33794,50.741,Christianity
Latvia,383,2013,2012647.0,30204783462.0,15007.49186,52.376,Christianity
Latvia,382,2014,1993782.0,31386896487.0,15742.39134,52.839,Christianity
Latvia,387,2015,1977527.0,27263090547.0,13786.4568,54.141,Christianity
Latvia,364,2016,1959537.0,28083597512.0,14331.75159,54.596,Christianity
Latvia,353,2017,1942248.0,30483806018.0,15695.11515,55.526,Christianity
Latvia,299,2018,1927174.0,34429023435.0,17865.03109,56.887,Christianity
Latvia,288,2019,1913822.0,34225547537.0,17883.34941,57.366,Christianity
Latvia,298,2020,1900449.0,34390910339.0,18096.20271,56.675,Christianity
Latvia,253,2021,1884490.0,39443126174.0,20930.39824,55.66,Christianity
Lebanon,29,2019,5781907.0,51605959131.0,8925.42186,43.365,Islam
Lebanon,28,2020,5662923.0,31712128254.0,5599.957523,38.355,Islam
Lebanon,26,2021,5592631.0,23131941557.0,4136.146575,39.643,Islam
Lithuania,1632,1997,3575137.0,10118631852.0,2830.278071,53.087,Christianity
Lithuania,1554,1998,3549331.0,11239547691.0,3166.666533,52.637,Christianity
Lithuania,1552,1999,3524238.0,10971583945.0,3113.17906,52.957,Christianity
Lithuania,1631,2000,3499536.0,11524776867.0,3293.229979,50.455,Christianity
Lithuania,1535,2001,3470818.0,12237388002.0,3525.793632,48.7,Christianity
Lithuania,1552,2002,3443067.0,14259781159.0,4141.592702,50.291,Christianity
Lithuania,1455,2003,3415213.0,18781721376.0,5499.428989,52.061,Christianity
Lithuania,1381,2004,3377075.0,22627507452.0,6700.327192,50.688,Christianity
Lithuania,1319,2005,3322528.0,26097677572.0,7854.765279,51.216,Christianity
Lithuania,1049,2006,3269909.0,30183575104.0,9230.707981,51.64,Christianity
Lithuania,1025,2007,3231294.0,39697891352.0,12285.44705,52.746,Christianity
Lithuania,1111,2008,3198231.0,47797551588.0,14944.99665,52.184,Christianity
Lithuania,1138,2009,3162916.0,37388122046.0,11820.77616,48.362,Christianity
Lithuania,1018,2010,3097282.0,37128694028.0,11987.50841,46.259,Christianity
Lithuania,1018,2011,3028115.0,43535051482.0,14376.94786,48.416,Christianity
Lithuania,927,2012,2987773.0,42927454291.0,14367.70942,49.909,Christianity
Lithuania,1085,2013,2957689.0,46523420074.0,15729.65247,51.045,Christianity
Lithuania,930,2014,2932367.0,48533659592.0,16551.0182,52.504,Christianity
Lithuania,896,2015,2904910.0,41435533340.0,14263.96458,53.653,Christianity
Lithuania,826,2016,2868231.0,43047309306.0,15008.31324,55.515,Christianity
Lithuania,749,2017,2828403.0,47758736932.0,16885.40739,56.334,Christianity
Lithuania,684,2018,2801543.0,53751411409.0,19186.35959,57.729,Christianity
Lithuania,659,2019,2794137.0,54808531641.0,19615.54915,58.023,Christianity
Lithuania,608,2020,2794885.0,56964942999.0,20381.85578,57.007,Christianity
Lithuania,565,2021,2800839.0,66798933786.0,23849.6157,57.404,Christianity
Lithuania,527,2022,2831639.0,70974490450.0,25064.80891,58.416,Christianity
Lithuania,535,2023,2840000.0,71000000000.0,25070.0,58.5,Christianity
Luxembourg,77,1991,387000.0,13834219728.0,35747.3378,51.083,Christianity
Luxembourg,59,1992,392175.0,15518702635.0,39570.86157,52.473,Christianity
Luxembourg,64,1993,397475.0,15925521222.0,40066.72425,51.511,Christianity
Luxembourg,74,1994,402925.0,17701798891.0,43933.23544,50.856,Christianity
Luxembourg,63,1995,408625.0,20853093870.0,51032.34964,49.317,Christianity
Luxembourg,72,1996,414225.0,20895314658.0,50444.35912,49.283,Christianity
Luxembourg,81,1997,419450.0,19563836265.0,46641.64088,49.895,Christianity
Luxembourg,64,1998,424700.0,20150053345.0,47445.38108,49.933,Christianity
Luxembourg,70,1999,430475.0,21899317599.0,50872.44927,51.109,Christianity
Luxembourg,62,2000,436300.0,21230182989.0,48659.59888,52.155,Christianity
Luxembourg,73,2001,441525.0,21387533703.0,48440.14202,52.836,Christianity
Luxembourg,85,2002,446175.0,23649833332.0,53005.73392,53.325,Christianity
Luxembourg,48,2003,451630.0,29667268248.0,65689.32145,52.177,Christianity
Luxembourg,62,2004,458095.0,35064843793.0,76544.91709,52.19,Christianity
Luxembourg,49,2005,465158.0,37672280120.0,80988.13762,53.065,Christianity
Luxembourg,65,2006,472637.0,42910146296.0,90788.80049,53.075,Christianity
Luxembourg,78,2007,479993.0,51587401416.0,107475.3203,53.587,Christianity
Luxembourg,43,2008,488650.0,58844277702.0,120422.1379,53.176,Christianity
Luxembourg,48,2009,497783.0,54467289898.0,109419.747,55.182,Christianity
Luxembourg,54,2010,506953.0,56213985987.0,110885.9914,55.184,Christianity
Luxembourg,55,2011,518347.0,61696281326.0,119025.0572,54.768,Christianity
Luxembourg,51,2012,530946.0,59776383527.0,112584.6763,55.73,Christianity
Luxembourg,40,2013,543360.0,65203276467.0,120000.1407,55.916,Christianity
Luxembourg,67,2014,556319.0,68804811898.0,123678.7021,56.565,Christianity
Luxembourg,64,2015,569604.0,60071584216.0,105462.0126,55.979,Christianity
Luxembourg,43,2016,582014.0,62216885436.0,106899.2935,55.205,Christianity
Luxembourg,53,2017,596336.0,65712180343.0,110193.2138,56.036,Christianity
Luxembourg,50,2018,607950.0,71000359760.0,116786.5117,56.533,Christianity
Luxembourg,68,2019,620001.0,69890505324.0,112726.4397,57.26,Christianity
Luxembourg,60,2020,630419.0,73699366700.0,116905.3704,56.684,Christianity
Luxembourg,35,2021,640064.0,85584105994.0,133711.7944,58.669,Christianity
Luxembourg,51,2022,653103.0,81641807866.0,125006.0218,58.779,Christianity
Luxembourg,53,2023,655000.0,82000000000.0,125200.0,59.0,Christianity
Malaysia,118,2000,22945150.0,93789736842.0,4087.562593,59.469,Islam
Malaysia,73,2001,23542517.0,92783947368.0,3941.122666,59.093,Islam
Malaysia,46,2002,24142445.0,101000000000.0,4177.104942,59.016,Islam
Malaysia,56,2003,24739411.0,110000000000.0,4454.526764,58.812,Islam
Malaysia,66,2004,25333247.0,125000000000.0,4924.338111,58.727,Islam
Malaysia,39,2005,25923536.0,144000000000.0,5536.837483,58.623,Islam
Malaysia,63,2006,26509413.0,163000000000.0,6137.15054,58.663,Islam
Malaysia,62,2007,27092604.0,194000000000.0,7144.00024,58.667,Islam
Malaysia,59,2008,27664296.0,231000000000.0,8343.303382,58.134,Islam
Malaysia,40,2009,28217204.0,202000000000.0,7167.877194,58.213,Islam
Malaysia,39,2010,28717731.0,255000000000.0,8880.145805,58.365,Islam
Malaysia,34,2011,29184133.0,298000000000.0,10209.37194,59.757,Islam
Malaysia,29,2012,29660212.0,314000000000.0,10601.51046,60.756,Islam
Malaysia,22,2013,30134807.0,323000000000.0,10727.66902,62.185,Islam
Malaysia,21,2014,30606459.0,338000000000.0,11045.58012,62.65,Islam
Malaysia,31,2015,31068833.0,301000000000.0,9699.600463,62.712,Islam
Malaysia,20,2016,31526418.0,301000000000.0,9555.669593,62.384,Islam
Malaysia,22,2017,31975806.0,319000000000.0,9979.704473,62.517,Islam
Malaysia,30,2018,32399271.0,359000000000.0,11073.97897,62.978,Islam
Malaysia,12,2019,32804020.0,365000000000.0,11132.10274,63.458,Islam
Malaysia,24,2020,33199993.0,337000000000.0,10164.34443,62.314,Islam
Maldives,0,2000,282507.0,624337145.3,2209.988231,53.72,Islam
Maldives,3,2001,287324.0,870031676.8,3028.05083,52.836,Islam
Maldives,3,2002,292284.0,897031250.0,3069.039872,51.959,Islam
Maldives,4,2003,297226.0,1052121056.0,3539.801552,51.091,Islam
Maldives,1,2004,302135.0,1226829565.0,4060.534413,50.229,Islam
Maldives,1,2005,307018.0,1163362434.0,3789.232014,49.361,Islam
Maldives,5,2007,325126.0,1868383460.0,5746.644254,47.667,Islam
Maldives,0,2008,336883.0,2271646188.0,6743.130963,46.844,Islam
Maldives,1,2010,361575.0,2588176058.0,7158.061421,47.277,Islam
Maldives,2,2011,374440.0,2774350238.0,7409.331903,48.561,Islam
Maldives,1,2012,387539.0,2886163996.0,7447.415605,49.861,Islam
Maldives,5,2013,400728.0,3295009237.0,8222.558036,51.169,Islam
Maldives,1,2014,416738.0,3697353037.0,8872.128379,52.489,Islam
Maldives,1,2015,435582.0,4129505320.0,9480.431514,53.821,Islam
Maldives,5,2016,454252.0,4409942623.0,9708.141348,55.162,Islam
Maldives,0,2017,472442.0,4816426260.0,10194.74615,57.028,Islam
Maldives,2,2018,489758.0,5404344159.0,11034.7236,58.886,Islam
Maldives,4,2019,504508.0,5726094798.0,11349.85926,60.728,Islam
Malta,10,1991,363845.0,2750041434.0,7558.277383,46.454,Christianity
Malta,18,1992,367618.0,3021910217.0,8220.245518,46.551,Christianity
Malta,16,1993,371308.0,2709178327.0,7296.310144,46.603,Christianity
Malta,15,1994,374797.0,2998570147.0,8000.518005,46.546,Christianity
Malta,17,1995,377419.0,3461332685.0,9171.061035,46.537,Christianity
Malta,10,1996,379905.0,3585755121.0,9438.557327,46.762,Christianity
Malta,15,1997,382791.0,3722389056.0,9724.33797,46.832,Christianity
Malta,12,1998,385287.0,3958227428.0,10273.45181,46.765,Christianity
Malta,27,1999,387578.0,4155187258.0,10720.90588,46.705,Christianity
Malta,23,2000,390087.0,4069515557.0,10432.32806,46.101,Christianity
Malta,30,2001,393028.0,4088368962.0,10402.23333,46.149,Christianity
Malta,19,2002,395969.0,4470446352.0,11289.88974,46.09,Christianity
Malta,20,2003,398582.0,5448415540.0,13669.49722,45.547,Christianity
Malta,24,2004,401268.0,6098092512.0,15197.05661,44.317,Christianity
Malta,19,2005,403834.0,6416184236.0,15888.17246,44.857,Christianity
Malta,26,2006,405308.0,6778324087.0,16723.88427,44.999,Christianity
Malta,26,2007,406724.0,7925371459.0,19485.87115,45.784,Christianity
Malta,14,2008,409379.0,9090406750.0,22205.35677,46.033,Christianity
Malta,36,2009,412477.0,8696366869.0,21083.27705,45.658,Christianity
Malta,31,2010,414508.0,9035824366.0,21798.91429,46.317,Christianity
Malta,20,2011,416268.0,9638728635.0,23155.10353,47.35,Christianity
Malta,25,2012,420028.0,9461776292.0,22526.53702,48.742,Christianity
Malta,22,2013,425967.0,10551030597.0,24769.59623,50.388,Christianity
Malta,32,2014,434558.0,11625848975.0,26753.27338,51.745,Christianity
Malta,34,2015,445053.0,11091483660.0,24921.71418,52.428,Christianity
Malta,24,2016,455356.0,11668015566.0,25623.94163,53.913,Christianity
Malta,25,2017,467999.0,13484541926.0,28813.18534,55.438,Christianity
Malta,22,2018,484630.0,15404393365.0,31785.88483,57.501,Christianity
Malta,21,2019,504062.0,15992378640.0,31727.00707,58.565,Christianity
Malta,22,2020,515332.0,15252609039.0,29597.63616,58.959,Christianity
Mauritius,137,1991,1070266.0,2856889220.0,2669.326336,54.004,Hinduism
Mauritius,146,1992,1084441.0,3224265890.0,2973.205449,53.984,Hinduism
Mauritius,138,1993,1097374.0,3263363787.0,2973.793608,53.889,Hinduism
Mauritius,129,1994,1112846.0,3558143578.0,3197.336898,53.824,Hinduism
Mauritius,147,1995,1122457.0,4040341983.0,3599.551682,53.676,Hinduism
Mauritius,153,1996,1133996.0,4421952041.0,3899.442362,53.559,Hinduism
Mauritius,122,1997,1148284.0,4187375954.0,3646.637899,53.47,Hinduism
Mauritius,155,1998,1160421.0,4169672975.0,3593.241569,53.373,Hinduism
Mauritius,174,1999,1175267.0,4343708953.0,3695.933735,53.139,Hinduism
Mauritius,137,2000,1186873.0,4663321081.0,3929.081782,53.026,Hinduism
Mauritius,113,2001,1196287.0,4613637275.0,3856.630788,51.799,Hinduism
Mauritius,131,2002,1204621.0,4841310240.0,4018.948897,52.965,Hinduism
Mauritius,88,2003,1213370.0,5816559039.0,4793.722474,54.978,Hinduism
Mauritius,97,2004,1221003.0,6578840419.0,5388.062453,53.415,Hinduism
Mauritius,102,2005,1228254.0,6488743193.0,5282.900111,53.101,Hinduism
Mauritius,118,2006,1233996.0,7028810681.0,5695.975255,53.153,Hinduism
Mauritius,127,2007,1239630.0,8150150209.0,6574.663576,52.719,Hinduism
Mauritius,84,2008,1244121.0,9990356674.0,8030.052281,53.549,Hinduism
Mauritius,115,2009,1247429.0,9128843109.0,7318.12641,53.599,Hinduism
Mauritius,98,2010,1250400.0,10003670690.0,8000.376432,54.076,Hinduism
Mauritius,118,2011,1252404.0,11518413430.0,9197.042991,53.434,Hinduism
Mauritius,115,2012,1255882.0,11668696397.0,9291.236276,53.674,Hinduism
Mauritius,98,2013,1258927.0,12292974141.0,9764.644131,54.716,Hinduism
Mauritius,120,2014,1261208.0,13074129952.0,10366.35508,54.871,Hinduism
Mauritius,104,2015,1262879.0,12007291046.0,9507.871337,55.244,Hinduism
Mauritius,98,2016,1263747.0,12594155464.0,9965.725311,54.933,Hinduism
Mauritius,106,2017,1264887.0,13713506131.0,10841.68478,55.172,Hinduism
Mauritius,107,2018,1265577.0,14735695931.0,11643.4606,54.787,Hinduism
Mauritius,122,2019,1265985.0,14436346980.0,11403.25279,55.28,Hinduism
Mauritius,135,2020,1266014.0,11408106446.0,9011.042884,50.353,Hinduism
Mauritius,132,2021,1266334.0,11484357948.0,9068.980181,48.232,Hinduism
Mauritius,108,2022,1262523.0,12948726654.0,10256.23031,51.692,Hinduism
Mauritius,111,2023,1265000.0,13000000000.0,10280.0,52.0,Hinduism
Mexico,2114,1991,83351595.0,313000000000.0,3756.852597,56.435,Christianity
Mexico,2246,1992,84993164.0,363000000000.0,4272.788726,56.868,Christianity
Mexico,2358,1993,86648447.0,530000000000.0,6118.525863,57.342,Christianity
Mexico,2603,1994,88314424.0,554000000000.0,6268.718323,56.736,Christianity
Mexico,2892,1995,89969572.0,380000000000.0,4225.400448,55.221,Christianity
Mexico,3018,1996,91586555.0,432000000000.0,4718.574086,56.253,Christianity
Mexico,3369,1997,93183094.0,523000000000.0,5617.430244,58.253,Christianity
Mexico,3342,1998,94767284.0,557000000000.0,5882.421434,58.276,Christianity
Mexico,3340,1999,96334810.0,631000000000.0,6552.661075,58.214,Christianity
Mexico,3475,2000,97873442.0,742000000000.0,7581.845641,58.066,Christianity
Mexico,3784,2001,99394288.0,796000000000.0,8009.15834,57.469,Christianity
Mexico,3846,2002,100917081.0,811000000000.0,8032.992121,56.787,Christianity
Mexico,4089,2003,102429341.0,766000000000.0,7473.932375,56.87,Christianity
Mexico,4096,2004,103945813.0,819000000000.0,7883.523191,57.136,Christianity
Mexico,4307,2005,105442402.0,918000000000.0,8702.114481,58.089,Christianity
Mexico,4267,2006,106886790.0,1020000000000.0,9545.286725,58.813,Christianity
Mexico,4310,2007,108302973.0,1100000000000.0,10178.44224,58.819,Christianity
Mexico,4668,2008,109684489.0,1160000000000.0,10589.95187,58.395,Christianity
Mexico,5059,2009,111049428.0,943000000000.0,8495.653081,57.401,Christianity
Mexico,4899,2010,112532401.0,1110000000000.0,9823.164076,57.269,Christianity
Mexico,5604,2011,114150481.0,1230000000000.0,10766.60994,57.434,Christianity
Mexico,5411,2012,115755909.0,1260000000000.0,10842.73309,58.252,Christianity
Mexico,5754,2013,117290686.0,1330000000000.0,11317.49106,58.054,Christianity
Mexico,6215,2014,118755887.0,1360000000000.0,11490.02169,57.587,Christianity
Mexico,6285,2015,120149897.0,1210000000000.0,10098.17318,58.006,Christianity
Mexico,6291,2016,121519221.0,1110000000000.0,9152.737223,58.163,Christianity
Mexico,6494,2017,122839258.0,1190000000000.0,9693.330091,58.207,Christianity
Mexico,6710,2018,124013861.0,1260000000000.0,10130.3207,58.506,Christianity
Mexico,7136,2019,125085311.0,1310000000000.0,10434.57837,59.038,Christianity
Mexico,7818,2020,125998302.0,1120000000000.0,8894.89065,53.977,Christianity
Mexico,8337,2021,126705138.0,1310000000000.0,10359.14986,57.486,Christianity
Mongolia,450,2016,3029555.0,11181350649.0,3690.756778,54.478,Buddhism
Mongolia,450,2017,3096030.0,11480847741.0,3708.248221,55.772,Buddhism
Mongolia,445,2018,3163991.0,13178094720.0,4165.022821,56.271,Buddhism
Mongolia,447,2019,3232430.0,14206359018.0,4394.94715,59.339,Buddhism
Mongolia,451,2020,3294335.0,13312981429.0,4041.174146,56.868,Buddhism
Mongolia,483,2021,3347782.0,15286441738.0,4566.14013,54.123,Buddhism
Montenegro,121,2007,615875.0,3680711744.0,5976.394145,39.369,Christianity
Montenegro,126,2008,616969.0,4545674528.0,7367.751909,40.373,Christianity
Montenegro,107,2009,618294.0,4159330370.0,6727.107767,39.512,Christianity
Montenegro,61,2017,622373.0,4856599481.0,7803.358245,45.879,Christianity
Montenegro,35,2019,622028.0,5542054181.0,8909.653876,48.732,Christianity
Netherlands,1611,1991,15069798.0,328000000000.0,21732.23076,53.472,Christianity
Netherlands,1587,1992,15184166.0,363000000000.0,23904.03742,54.794,Christianity
Netherlands,1555,1993,15290368.0,354000000000.0,23122.41077,54.483,Christianity
Netherlands,1584,1994,15382838.0,379000000000.0,24646.31431,54.673,Christianity
Netherlands,1511,1995,15459006.0,452000000000.0,29258.13435,54.961,Christianity
Netherlands,1577,1996,15530498.0,450000000000.0,29006.80945,55.877,Christianity
Netherlands,1572,1997,15610650.0,417000000000.0,26700.53713,57.582,Christianity
Netherlands,1519,1998,15707209.0,438000000000.0,27885.80838,58.982,Christianity
Netherlands,1519,1999,15812088.0,447000000000.0,28272.64325,60.218,Christianity
Netherlands,1501,2000,15925513.0,417000000000.0,26214.49855,61.796,Christianity
Netherlands,1474,2001,16046180.0,432000000000.0,26896.54811,62.819,Christianity
Netherlands,1570,2002,16148929.0,474000000000.0,29343.245,63.226,Christianity
Netherlands,1502,2003,16225302.0,580000000000.0,35750.97466,62.425,Christianity
Netherlands,1514,2004,16281779.0,658000000000.0,40436.61823,61.882,Christianity
Netherlands,1574,2005,16319868.0,685000000000.0,41994.71353,59.707,Christianity
Netherlands,1525,2006,16346101.0,734000000000.0,44900.93814,60.401,Christianity
Netherlands,1354,2007,16381696.0,849000000000.0,51799.20855,61.862,Christianity
Netherlands,1439,2008,16445593.0,952000000000.0,57879.94376,62.926,Christianity
Netherlands,1530,2009,16530388.0,872000000000.0,52722.21306,62.593,Christianity
Netherlands,1604,2010,16615394.0,847000000000.0,50999.74512,61.604,Christianity
Netherlands,1650,2011,16693074.0,905000000000.0,54230.3129,61.326,Christianity
Netherlands,1756,2012,16754962.0,839000000000.0,50070.1416,61.217,Christianity
Netherlands,1856,2013,16804432.0,877000000000.0,52198.89756,60.248,Christianity
Netherlands,1839,2014,16865008.0,892000000000.0,52900.53742,59.612,Christianity
Netherlands,1873,2015,16939923.0,766000000000.0,45193.40322,59.957,Christianity
Netherlands,1895,2016,17030314.0,784000000000.0,46039.10593,60.238,Christianity
Netherlands,1917,2017,17131296.0,834000000000.0,48675.22234,60.912,Christianity
Netherlands,1830,2018,17231624.0,914000000000.0,53044.53244,61.808,Christianity
Netherlands,1811,2019,17344874.0,910000000000.0,52476.27325,62.59,Christianity
Netherlands,1824,2020,17441500.0,910000000000.0,52162.57012,62.084,Christianity
Netherlands,1865,2021,17533044.0,1030000000000.0,58727.87055,62.201,Christianity
Netherlands,1918,2022,17700982.0,1010000000000.0,57025.01246,63.118,Christianity
Netherlands,1970,2023,17750000.0,1020000000000.0,57400.0,63.5,Christianity
New Zealand,474,1991,3495100.0,42745329732.0,12230.07345,57.049,Christianity
New Zealand,493,1992,3531700.0,41649829860.0,11793.13924,56.599,Christianity
New Zealand,443,1993,3572200.0,46775620817.0,13094.34545,57.088,Christianity
New Zealand,512,1994,3620000.0,55314732279.0,15280.31278,58.757,Christianity
New Zealand,545,1995,3673400.0,63918703507.0,17400.42018,60.567,Christianity
New Zealand,540,1996,3732000.0,70140835299.0,18794.43604,61.474,Christianity
New Zealand,562,1997,3781300.0,66075143415.0,17474.18703,60.96,Christianity
New Zealand,574,1998,3815000.0,56227169851.0,14738.44557,60.019,Christianity
New Zealand,516,1999,3835100.0,58762260626.0,15322.22383,60.549,Christianity
New Zealand,458,2000,3857700.0,52623281957.0,13641.10272,61.241,Christianity
New Zealand,508,2001,3880500.0,53872425917.0,13882.85683,62.218,Christianity
New Zealand,467,2002,3948500.0,66627729311.0,16874.18749,62.998,Christianity
New Zealand,519,2003,4027200.0,88250885550.0,21913.70817,63.151,Christianity
New Zealand,495,2004,4087500.0,104000000000.0,25420.23488,64.227,Christianity
New Zealand,514,2005,4133900.0,115000000000.0,27751.06547,65.092,Christianity
New Zealand,527,2006,4184600.0,112000000000.0,26654.5932,65.558,Christianity
New Zealand,494,2007,4223800.0,137000000000.0,32479.98174,65.925,Christianity
New Zealand,520,2008,4259800.0,133000000000.0,31252.96256,65.548,Christianity
New Zealand,512,2009,4302600.0,121000000000.0,28209.36233,63.998,Christianity
New Zealand,536,2010,4350700.0,147000000000.0,33676.77412,63.511,Christianity
New Zealand,493,2011,4384000.0,168000000000.0,38387.62708,63.895,Christianity
New Zealand,549,2012,4408100.0,176000000000.0,39973.38076,63.316,Christianity
New Zealand,513,2013,4442100.0,191000000000.0,42976.64959,63.822,Christianity
New Zealand,509,2014,4516500.0,201000000000.0,44572.89875,64.96,Christianity
New Zealand,530,2015,4609400.0,178000000000.0,38630.72659,65.052,Christianity
New Zealand,561,2016,4714100.0,189000000000.0,40058.19616,66.357,Christianity
Nicaragua,391,2005,5454678.0,6321324279.0,1158.88129,58.595,Christianity
Nicaragua,319,2006,5529811.0,6763418646.0,1223.083148,58.958,Christianity
Nicaragua,352,2007,5607453.0,7423365339.0,1323.839065,59.546,Christianity
Nicaragua,384,2008,5687744.0,8496948363.0,1493.904853,59.046,Christianity
Nicaragua,366,2009,5770639.0,8298736418.0,1438.096616,58.125,Christianity
Nicaragua,351,2010,5855734.0,8758619001.0,1495.733754,58.646,Christianity
Nicaragua,369,2011,5942553.0,9774319977.0,1644.801481,59.735,Christianity
Nicaragua,316,2012,6030607.0,10531980241.0,1746.421254,60.952,Christianity
Nicaragua,351,2013,6119379.0,10982995267.0,1794.789188,61.224,Christianity
Nicaragua,311,2014,6208676.0,11880434071.0,1913.521348,62.033,Christianity
Nicaragua,315,2015,6298598.0,12756685522.0,2025.321432,62.052,Christianity
Nicaragua,327,2016,6389235.0,13286101285.0,2079.451027,62.702,Christianity
Nicaragua,337,2017,6480532.0,13785924374.0,2127.282818,63.226,Christianity
Nicaragua,348,2018,6572233.0,13025234959.0,1981.858367,61.797,Christianity
Nicaragua,344,2019,6663924.0,12699028991.0,1905.638328,61.408,Christianity
Nicaragua,371,2020,6755895.0,12678162404.0,1876.607378,60.295,Christianity
Nicaragua,423,2021,6850540.0,14145880399.0,2064.929246,60.384,Christianity
North Macedonia,128,1994,1982458.0,3559608640.0,1795.553116,39.089,Christianity
North Macedonia,131,1995,1983964.0,4707041315.0,2372.543713,35.675,Christianity
North Macedonia,146,1996,1994226.0,4642021256.0,2327.730787,33.629,Christianity
